Store Number,Service_Comp_Group,Fiscal_Month,Target
84949133,Services,"April, 2019",20261
84949133,Services,"May, 2019",25355
84949133,Services,"June, 2019",27183
84949133,Support,"July, 2018",2014
84949133,Support,"August, 2018",2300
84949133,Support,"September, 2018",2355
84949133,Support,"October, 2018",781
84949133,Support,"November, 2018",781
84949133,Support,"December, 2018",781
84949133,Support,"January, 2019",3275
84949133,Support,"February, 2019",3484
84949133,Support,"March, 2019",4462
84949133,Support,"April, 2019",4731
84949133,Support,"May, 2019",5845
84949133,Support,"June, 2019",6169
84949133,Products,"July, 2018",39971
84949133,Products,"August, 2018",46095
84949133,Products,"September, 2018",46949
84949133,Products,"October, 2018",14614
84949133,Products,"November, 2018",14614
84949133,Products,"December, 2018",14614
84949133,Products,"January, 2019",63946
84949133,Products,"February, 2019",67841
84949133,Products,"March, 2019",86657
84949133,Products,"April, 2019",91601
84949133,Products,"May, 2019",112868
84949133,Products,"June, 2019",118696
85050132,Services,"July, 2018",164
85050132,Services,"August, 2018",177
85050132,Services,"September, 2018",187
85050132,Services,"October, 2018",212
85050132,Services,"November, 2018",225
85050132,Services,"December, 2018",255
85050132,Services,"January, 2019",281
85050132,Services,"February, 2019",279
85050132,Services,"March, 2019",340
85050132,Services,"April, 2019",362
85050132,Services,"May, 2019",412
85050132,Services,"June, 2019",439
85050132,Support,"July, 2018",132
85050132,Support,"August, 2018",151
85050132,Support,"September, 2018",154
85050132,Support,"October, 2018",175
85050132,Support,"November, 2018",178
85050132,Support,"December, 2018",200
85050132,Support,"January, 2019",209
85050132,Support,"February, 2019",199
85050132,Support,"March, 2019",235
85050132,Support,"April, 2019",230
85050132,Support,"May, 2019",265
85050132,Support,"June, 2019",294
85050132,Products,"July, 2018",2345
85050132,Products,"August, 2018",2687
85050132,Products,"September, 2018",2746
85050132,Products,"October, 2018",3109
85050132,Products,"November, 2018",3158
85050132,Products,"December, 2018",3555
85050132,Products,"January, 2019",3690
85050132,Products,"February, 2019",3497
85050132,Products,"March, 2019",4129
85050132,Products,"April, 2019",4015
85050132,Products,"May, 2019",4628
85050132,Products,"June, 2019",5159
85050594,Services,"July, 2018",297
85050594,Services,"August, 2018",317
85050594,Services,"September, 2018",329
85050594,Services,"October, 2018",365
85050594,Services,"November, 2018",380
85050594,Services,"December, 2018",422
85050594,Services,"January, 2019",455
85050594,Services,"February, 2019",442
85050594,Services,"March, 2019",527
85050594,Services,"April, 2019",550
85050594,Services,"May, 2019",612
85050594,Services,"June, 2019",637
85050594,Support,"July, 2018",298
85050594,Support,"August, 2018",340
85050594,Support,"September, 2018",348
85050594,Support,"October, 2018",394
85050594,Support,"November, 2018",402
85050594,Support,"December, 2018",452
85050594,Support,"January, 2019",471
85050594,Support,"February, 2019",448
85050594,Support,"March, 2019",531
85050594,Support,"April, 2019",520
85050594,Support,"May, 2019",598
85050594,Support,"June, 2019",665
85050594,Products,"July, 2018",-83
85050594,Products,"August, 2018",-73
85050594,Products,"September, 2018",-79
85050594,Products,"October, 2018",-82
85050594,Products,"November, 2018",-91
85050594,Products,"December, 2018",-98
85050594,Products,"January, 2019",-116
85050594,Products,"February, 2019",-120
85050594,Products,"March, 2019",-146
85050594,Products,"April, 2019",-176
85050594,Products,"May, 2019",-182
85050594,Products,"June, 2019",-160
85555144,Services,"July, 2018",1084
85555144,Services,"August, 2018",1193
85555144,Services,"September, 2018",1227
85555144,Services,"October, 2018",1345
85555144,Services,"November, 2018",1378
85555144,Services,"December, 2018",1505
85555144,Services,"January, 2019",1564
85555144,Services,"February, 2019",1530
85555144,Services,"March, 2019",1727
85555144,Services,"April, 2019",1720
85555144,Services,"May, 2019",1909
85555144,Services,"June, 2019",2070
85555144,Support,"July, 2018",497
85555144,Support,"August, 2018",547
85555144,Support,"September, 2018",563
85555144,Support,"October, 2018",617
85555144,Support,"November, 2018",632
85555144,Support,"December, 2018",691
85555144,Support,"January, 2019",718
85555144,Support,"February, 2019",702
85555144,Support,"March, 2019",792
85555144,Support,"April, 2019",789
85555144,Support,"May, 2019",876
85555144,Support,"June, 2019",950
85555144,Products,"July, 2018",3142
85555144,Products,"August, 2018",3459
85555144,Products,"September, 2018",3560
85555144,Products,"October, 2018",3900
85555144,Products,"November, 2018",3996
85555144,Products,"December, 2018",4366
85555144,Products,"January, 2019",4536
85555144,Products,"February, 2019",4438
85555144,Products,"March, 2019",5008
85555144,Products,"April, 2019",4988
85555144,Products,"May, 2019",5536
85555144,Products,"June, 2019",6004
85555153,Services,"July, 2018",485
85555153,Services,"August, 2018",533
85555153,Services,"September, 2018",549
85555153,Services,"October, 2018",601
85555153,Services,"November, 2018",616
85555153,Services,"December, 2018",673
85555153,Services,"January, 2019",699
85555153,Services,"February, 2019",684
85555153,Services,"March, 2019",772
85555153,Services,"April, 2019",769
85555153,Services,"May, 2019",854
85555153,Services,"June, 2019",926
85555153,Support,"July, 2018",222
85555153,Support,"August, 2018",245
85555153,Support,"September, 2018",252
85555153,Support,"October, 2018",276
85555153,Support,"November, 2018",283
85555153,Support,"December, 2018",309
85555153,Support,"January, 2019",321
85555153,Support,"February, 2019",314
85555153,Support,"March, 2019",354
85555153,Support,"April, 2019",353
85555153,Support,"May, 2019",392
85555153,Support,"June, 2019",425
85555153,Products,"July, 2018",1405
85555153,Products,"August, 2018",1547
85555153,Products,"September, 2018",1592
85555153,Products,"October, 2018",1744
85555153,Products,"November, 2018",1787
85555153,Products,"December, 2018",1952
85555153,Products,"January, 2019",2028
85555153,Products,"February, 2019",1985
85555153,Products,"March, 2019",2239
85555153,Products,"April, 2019",2230
85555153,Products,"May, 2019",2475
85555153,Products,"June, 2019",2685
85555172,Services,"July, 2018",239
85555172,Services,"August, 2018",263
85555172,Services,"September, 2018",271
85555172,Services,"October, 2018",297
85555172,Services,"November, 2018",304
85555172,Services,"December, 2018",332
85555172,Services,"January, 2019",345
85555172,Services,"February, 2019",338
85555172,Services,"March, 2019",381
85555172,Services,"April, 2019",380
85555172,Services,"May, 2019",421
85555172,Services,"June, 2019",457
85555172,Support,"July, 2018",110
85555172,Support,"August, 2018",121
85555172,Support,"September, 2018",124
85555172,Support,"October, 2018",136
85555172,Support,"November, 2018",140
85555172,Support,"December, 2018",152
85555172,Support,"January, 2019",158
85555172,Support,"February, 2019",155
85555172,Support,"March, 2019",175
85555172,Support,"April, 2019",174
85555172,Support,"May, 2019",193
85555172,Support,"June, 2019",210
85555172,Products,"July, 2018",694
85555172,Products,"August, 2018",764
85555172,Products,"September, 2018",786
85555172,Products,"October, 2018",861
85555172,Products,"November, 2018",882
85555172,Products,"December, 2018",964
85555172,Products,"January, 2019",1002
85555172,Products,"February, 2019",980
85555172,Products,"March, 2019",1106
85555172,Products,"April, 2019",1101
85555172,Products,"May, 2019",1222
85555172,Products,"June, 2019",1326
86060129,Services,"July, 2018",211
86060129,Services,"August, 2018",229
86060129,Services,"September, 2018",241
86060129,Services,"October, 2018",273
86060129,Services,"November, 2018",290
86060129,Services,"December, 2018",330
86060129,Services,"January, 2019",363
86060129,Services,"February, 2019",361
86060129,Services,"March, 2019",439
86060129,Services,"April, 2019",468
86060129,Services,"May, 2019",532
86060129,Services,"June, 2019",567
86060129,Support,"July, 2018",192
86060129,Support,"August, 2018",219
86060129,Support,"September, 2018",224
86060129,Support,"October, 2018",254
86060129,Support,"November, 2018",259
86060129,Support,"December, 2018",292
86060129,Support,"January, 2019",304
86060129,Support,"February, 2019",289
86060129,Support,"March, 2019",342
86060129,Support,"April, 2019",335
86060129,Support,"May, 2019",386
86060129,Support,"June, 2019",428
86060129,Products,"July, 2018",2165
86060129,Products,"August, 2018",2485
86060129,Products,"September, 2018",2537
86060129,Products,"October, 2018",2873
86060129,Products,"November, 2018",2915
86060129,Products,"December, 2018",3280
86060129,Products,"January, 2019",3400
86060129,Products,"February, 2019",3217
86060129,Products,"March, 2019",3795
86060129,Products,"April, 2019",3680
86060129,Products,"May, 2019",4243
86060129,Products,"June, 2019",4736
86565106,Services,"July, 2018",153
86565106,Services,"August, 2018",165
86565106,Services,"September, 2018",174
86565106,Services,"October, 2018",197
86565106,Services,"November, 2018",209
86565106,Services,"December, 2018",238
86565106,Services,"January, 2019",262
86565106,Services,"February, 2019",260
86565106,Services,"March, 2019",317
86565106,Services,"April, 2019",338
86565106,Services,"May, 2019",384
86565106,Services,"June, 2019",409
86565106,Support,"July, 2018",192
86565106,Support,"August, 2018",219
86565106,Support,"September, 2018",225
86565106,Support,"October, 2018",254
86565106,Support,"November, 2018",259
86565106,Support,"December, 2018",292
86565106,Support,"January, 2019",304
86565106,Support,"February, 2019",289
86565106,Support,"March, 2019",342
86565106,Support,"April, 2019",335
86565106,Support,"May, 2019",386
86565106,Support,"June, 2019",429
86565106,Products,"July, 2018",1266
86565106,Products,"August, 2018",1454
86565106,Products,"September, 2018",1484
86565106,Products,"October, 2018",1680
86565106,Products,"November, 2018",1704
86565106,Products,"December, 2018",1916
86565106,Products,"January, 2019",1984
86565106,Products,"February, 2019",1875
86565106,Products,"March, 2019",2210
86565106,Products,"April, 2019",2138
86565106,Products,"May, 2019",2466
86565106,Products,"June, 2019",2756
86565151,Services,"July, 2018",298
86565151,Services,"August, 2018",322
86565151,Services,"September, 2018",340
86565151,Services,"October, 2018",385
86565151,Services,"November, 2018",409
86565151,Services,"December, 2018",465
86565151,Services,"January, 2019",512
86565151,Services,"February, 2019",508
86565151,Services,"March, 2019",620
86565151,Services,"April, 2019",660
86565151,Services,"May, 2019",751
86565151,Services,"June, 2019",800
86565151,Support,"July, 2018",116
86565151,Support,"August, 2018",132
86565151,Support,"September, 2018",135
86565151,Support,"October, 2018",153
86565151,Support,"November, 2018",156
86565151,Support,"December, 2018",176
86565151,Support,"January, 2019",183
86565151,Support,"February, 2019",174
86565151,Support,"March, 2019",206
86565151,Support,"April, 2019",202
86565151,Support,"May, 2019",233
86565151,Support,"June, 2019",258
86565151,Products,"July, 2018",689
86565151,Products,"August, 2018",804
86565151,Products,"September, 2018",813
86565151,Products,"October, 2018",921
86565151,Products,"November, 2018",922
86565151,Products,"December, 2018",1034
86565151,Products,"January, 2019",1051
86565151,Products,"February, 2019",977
86565151,Products,"March, 2019",1138
86565151,Products,"April, 2019",1062
86565151,Products,"May, 2019",1232
86565151,Products,"June, 2019",1402
86666127,Services,"July, 2018",3895
86666127,Services,"August, 2018",4212
86666127,Services,"September, 2018",4446
86666127,Services,"October, 2018",5033
86666127,Services,"November, 2018",5347
86666127,Services,"December, 2018",6073
86666127,Services,"January, 2019",6683
86666127,Services,"February, 2019",6642
86666127,Services,"March, 2019",8094
86666127,Services,"April, 2019",8621
86666127,Services,"May, 2019",9806
86666127,Services,"June, 2019",10447
86666127,Support,"July, 2018",21874
86666127,Support,"August, 2018",24973
86666127,Support,"September, 2018",25576
86666127,Support,"October, 2018",28954
86666127,Support,"November, 2018",29500
86666127,Support,"December, 2018",33221
86666127,Support,"January, 2019",34628
86666127,Support,"February, 2019",32928
86666127,Support,"March, 2019",38968
86666127,Support,"April, 2019",38173
86666127,Support,"May, 2019",43953
86666127,Support,"June, 2019",48813
86666127,Products,"July, 2018",-1426
86666127,Products,"August, 2018",-1393
86666127,Products,"September, 2018",-1559
86666127,Products,"October, 2018",-1764
86666127,Products,"November, 2018",-2017
86666127,Products,"December, 2018",-2323
86666127,Products,"January, 2019",-2774
86666127,Products,"February, 2019",-2925
86666127,Products,"March, 2019",-3695
86666127,Products,"April, 2019",-4312
86666127,Products,"May, 2019",-4845
86666127,Products,"June, 2019",-4938
86767603,Services,"July, 2018",296
86767603,Services,"August, 2018",316
86767603,Services,"September, 2018",328
86767603,Services,"October, 2018",365
86767603,Services,"November, 2018",380
86767603,Services,"December, 2018",422
86767603,Services,"January, 2019",455
86767603,Services,"February, 2019",442
86767603,Services,"March, 2019",527
86767603,Services,"April, 2019",549
86767603,Services,"May, 2019",611
86767603,Services,"June, 2019",637
86767603,Support,"July, 2018",298
86767603,Support,"August, 2018",341
86767603,Support,"September, 2018",349
86767603,Support,"October, 2018",395
86767603,Support,"November, 2018",402
86767603,Support,"December, 2018",453
86767603,Support,"January, 2019",472
86767603,Support,"February, 2019",449
86767603,Support,"March, 2019",532
86767603,Support,"April, 2019",521
86767603,Support,"May, 2019",600
86767603,Support,"June, 2019",666
86767603,Products,"July, 2018",2078
86767603,Products,"August, 2018",2395
86767603,Products,"September, 2018",2448
86767603,Products,"October, 2018",2779
86767603,Products,"November, 2018",2823
86767603,Products,"December, 2018",3184
86767603,Products,"January, 2019",3305
86767603,Products,"February, 2019",3133
86767603,Products,"March, 2019",3704
86767603,Products,"April, 2019",3595
86767603,Products,"May, 2019",4161
86767603,Products,"June, 2019",4663
87373132,Services,"July, 2018",8525
87373132,Services,"August, 2018",9219
87373132,Services,"September, 2018",9730
87373132,Services,"October, 2018",4286
87373132,Services,"November, 2018",4286
87373132,Services,"December, 2018",4286
87373132,Services,"January, 2019",15020
87373132,Services,"February, 2019",16192
87373132,Services,"March, 2019",20987
87373132,Services,"April, 2019",22548
87373132,Services,"May, 2019",28217
87373132,Services,"June, 2019",30251
87373132,Support,"July, 2018",30556
87373132,Support,"August, 2018",34884
87373132,Support,"September, 2018",35727
87373132,Support,"October, 2018",11845
87373132,Support,"November, 2018",11845
87373132,Support,"December, 2018",11845
87373132,Support,"January, 2019",49680
87373132,Support,"February, 2019",52854
87373132,Support,"March, 2019",67688
87373132,Support,"April, 2019",71760
87373132,Support,"May, 2019",88671
87373132,Support,"June, 2019",93581
87373132,Products,"July, 2018",155862
87373132,Products,"August, 2018",178452
87373132,Products,"September, 2018",182475
87373132,Products,"October, 2018",59441
87373132,Products,"November, 2018",59441
87373132,Products,"December, 2018",59441
87373132,Products,"January, 2019",252251
87373132,Products,"February, 2019",268156
87373132,Products,"March, 2019",343168
87373132,Products,"April, 2019",363511
87373132,Products,"May, 2019",448821
87373132,Products,"June, 2019",473207
88989184,Services,"July, 2018",297
88989184,Services,"August, 2018",317
88989184,Services,"September, 2018",329
88989184,Services,"October, 2018",365
88989184,Services,"November, 2018",380
88989184,Services,"December, 2018",422
88989184,Services,"January, 2019",455
88989184,Services,"February, 2019",442
88989184,Services,"March, 2019",527
88989184,Services,"April, 2019",550
88989184,Services,"May, 2019",612
88989184,Services,"June, 2019",637
88989184,Support,"July, 2018",298
88989184,Support,"August, 2018",340
88989184,Support,"September, 2018",348
88989184,Support,"October, 2018",394
88989184,Support,"November, 2018",402
88989184,Support,"December, 2018",452
88989184,Support,"January, 2019",471
88989184,Support,"February, 2019",448
88989184,Support,"March, 2019",531
88989184,Support,"April, 2019",520
88989184,Support,"May, 2019",598
88989184,Support,"June, 2019",665
88989184,Products,"July, 2018",-155
88989184,Products,"August, 2018",-156
88989184,Products,"September, 2018",-164
88989184,Products,"October, 2018",-178
88989184,Products,"November, 2018",-189
88989184,Products,"December, 2018",-208
88989184,Products,"January, 2019",-231
88989184,Products,"February, 2019",-230
88989184,Products,"March, 2019",-276
88989184,Products,"April, 2019",-303
88989184,Products,"May, 2019",-328
88989184,Products,"June, 2019",-322
89292520,Services,"July, 2018",359
89292520,Services,"August, 2018",383
89292520,Services,"September, 2018",397
89292520,Services,"October, 2018",441
89292520,Services,"November, 2018",459
89292520,Services,"December, 2018",511
89292520,Services,"January, 2019",550
89292520,Services,"February, 2019",535
89292520,Services,"March, 2019",637
89292520,Services,"April, 2019",664
89292520,Services,"May, 2019",739
89292520,Services,"June, 2019",770
89292520,Support,"July, 2018",397
89292520,Support,"August, 2018",454
89292520,Support,"September, 2018",465
89292520,Support,"October, 2018",526
89292520,Support,"November, 2018",536
89292520,Support,"December, 2018",604
89292520,Support,"January, 2019",629
89292520,Support,"February, 2019",598
89292520,Support,"March, 2019",708
89292520,Support,"April, 2019",694
89292520,Support,"May, 2019",799
89292520,Support,"June, 2019",887
89292520,Products,"July, 2018",1410
89292520,Products,"August, 2018",1636
89292520,Products,"September, 2018",1671
89292520,Products,"October, 2018",1900
89292520,Products,"November, 2018",1926
89292520,Products,"December, 2018",2175
89292520,Products,"January, 2019",2250
89292520,Products,"February, 2019",2127
89292520,Products,"March, 2019",2513
89292520,Products,"April, 2019",2422
89292520,Products,"May, 2019",2814
89292520,Products,"June, 2019",3176
89393119,Services,"July, 2018",708
89393119,Services,"August, 2018",777
89393119,Services,"September, 2018",794
89393119,Services,"October, 2018",904
89393119,Services,"November, 2018",877
89393119,Services,"December, 2018",949
89393119,Services,"January, 2019",973
89393119,Services,"February, 2019",904
89393119,Services,"March, 2019",1070
89393119,Services,"April, 2019",1070
89393119,Services,"May, 2019",1193
89393119,Services,"June, 2019",1284
89393119,Support,"July, 2018",0
89393119,Support,"August, 2018",0
89393119,Support,"September, 2018",0
89393119,Support,"October, 2018",0
89393119,Support,"November, 2018",0
89393119,Support,"December, 2018",0
89393119,Support,"January, 2019",0
89393119,Support,"February, 2019",0
89393119,Support,"March, 2019",0
89393119,Support,"April, 2019",0
89393119,Support,"May, 2019",0
89393119,Support,"June, 2019",1
89393119,Products,"July, 2018",117
89393119,Products,"August, 2018",129
89393119,Products,"September, 2018",132
89393119,Products,"October, 2018",150
89393119,Products,"November, 2018",146
89393119,Products,"December, 2018",157
89393119,Products,"January, 2019",161
89393119,Products,"February, 2019",150
89393119,Products,"March, 2019",178
89393119,Products,"April, 2019",178
89393119,Products,"May, 2019",198
89393119,Products,"June, 2019",213
89393970,Services,"July, 2018",24213
89393970,Services,"August, 2018",25853
89393970,Services,"September, 2018",26826
89393970,Services,"October, 2018",29785
89393970,Services,"November, 2018",31005
89393970,Services,"December, 2018",34483
89393970,Services,"January, 2019",37131
89393970,Services,"February, 2019",36114
89393970,Services,"March, 2019",43055
89393970,Services,"April, 2019",44867
89393970,Services,"May, 2019",49925
89393970,Services,"June, 2019",52027
89393970,Support,"July, 2018",19872
89393970,Support,"August, 2018",22687
89393970,Support,"September, 2018",23235
89393970,Support,"October, 2018",26303
89393970,Support,"November, 2018",26800
89393970,Support,"December, 2018",30180
89393970,Support,"January, 2019",31458
89393970,Support,"February, 2019",29913
89393970,Support,"March, 2019",35401
89393970,Support,"April, 2019",34679
89393970,Support,"May, 2019",39930
89393970,Support,"June, 2019",44345
89393970,Products,"July, 2018",216094
89393970,Products,"August, 2018",248493
89393970,Products,"September, 2018",254149
89393970,Products,"October, 2018",288300
89393970,Products,"November, 2018",293085
89393970,Products,"December, 2018",330477
89393970,Products,"January, 2019",343288
89393970,Products,"February, 2019",325626
89393970,Products,"March, 2019",385049
89393970,Products,"April, 2019",374503
89393970,Products,"May, 2019",432944
89393970,Products,"June, 2019",484230
89393974,Services,"July, 2018",163
89393974,Services,"August, 2018",177
89393974,Services,"September, 2018",187
89393974,Services,"October, 2018",211
89393974,Services,"November, 2018",224
89393974,Services,"December, 2018",255
89393974,Services,"January, 2019",280
89393974,Services,"February, 2019",279
89393974,Services,"March, 2019",340
89393974,Services,"April, 2019",362
89393974,Services,"May, 2019",411
89393974,Services,"June, 2019",438
89393974,Support,"July, 2018",1258
89393974,Support,"August, 2018",1436
89393974,Support,"September, 2018",1470
89393974,Support,"October, 2018",1665
89393974,Support,"November, 2018",1696
89393974,Support,"December, 2018",1910
89393974,Support,"January, 2019",1991
89393974,Support,"February, 2019",1893
89393974,Support,"March, 2019",2240
89393974,Support,"April, 2019",2195
89393974,Support,"May, 2019",2527
89393974,Support,"June, 2019",2807
89393974,Products,"July, 2018",234
89393974,Products,"August, 2018",277
89393974,Products,"September, 2018",278
89393974,Products,"October, 2018",314
89393974,Products,"November, 2018",311
89393974,Products,"December, 2018",348
89393974,Products,"January, 2019",348
89393974,Products,"February, 2019",319
89393974,Products,"March, 2019",368
89393974,Products,"April, 2019",331
89393974,Products,"May, 2019",386
89393974,Products,"June, 2019",448
90101594,Services,"July, 2018",89
90101594,Services,"August, 2018",79
90101594,Services,"September, 2018",68
90101594,Services,"October, 2018",62
90101594,Services,"November, 2018",54
90101594,Services,"December, 2018",49
90101594,Services,"January, 2019",44
90101594,Services,"February, 2019",35
90101594,Services,"March, 2019",35
90101594,Services,"April, 2019",30
90101594,Services,"May, 2019",28
90101594,Services,"June, 2019",24
90101594,Support,"July, 2018",13
90101594,Support,"August, 2018",17
90101594,Support,"September, 2018",20
90101594,Support,"October, 2018",24
90101594,Support,"November, 2018",27
90101594,Support,"December, 2018",31
90101594,Support,"January, 2019",34
90101594,Support,"February, 2019",34
90101594,Support,"March, 2019",40
90101594,Support,"April, 2019",40
90101594,Support,"May, 2019",46
90101594,Support,"June, 2019",51
90101594,Products,"July, 2018",58
90101594,Products,"August, 2018",79
90101594,Products,"September, 2018",93
90101594,Products,"October, 2018",111
90101594,Products,"November, 2018",122
90101594,Products,"December, 2018",141
90101594,Products,"January, 2019",153
90101594,Products,"February, 2019",156
90101594,Products,"March, 2019",180
90101594,Products,"April, 2019",183
90101594,Products,"May, 2019",208
90101594,Products,"June, 2019",231
90404603,Services,"July, 2018",335
90404603,Services,"August, 2018",297
90404603,Services,"September, 2018",256
90404603,Services,"October, 2018",235
90404603,Services,"November, 2018",202
90404603,Services,"December, 2018",186
90404603,Services,"January, 2019",165
90404603,Services,"February, 2019",133
90404603,Services,"March, 2019",131
90404603,Services,"April, 2019",113
90404603,Services,"May, 2019",103
90404603,Services,"June, 2019",89
90404603,Support,"July, 2018",48
90404603,Support,"August, 2018",65
90404603,Support,"September, 2018",76
90404603,Support,"October, 2018",92
90404603,Support,"November, 2018",101
90404603,Support,"December, 2018",117
90404603,Support,"January, 2019",126
90404603,Support,"February, 2019",129
90404603,Support,"March, 2019",149
90404603,Support,"April, 2019",151
90404603,Support,"May, 2019",172
90404603,Support,"June, 2019",190
90404603,Products,"July, 2018",218
90404603,Products,"August, 2018",298
90404603,Products,"September, 2018",348
90404603,Products,"October, 2018",418
90404603,Products,"November, 2018",460
90404603,Products,"December, 2018",531
90404603,Products,"January, 2019",575
90404603,Products,"February, 2019",586
90404603,Products,"March, 2019",677
90404603,Products,"April, 2019",689
90404603,Products,"May, 2019",782
90404603,Products,"June, 2019",867
90404604,Services,"July, 2018",317
90404604,Services,"August, 2018",343
90404604,Services,"September, 2018",362
90404604,Services,"October, 2018",410
90404604,Services,"November, 2018",435
90404604,Services,"December, 2018",494
90404604,Services,"January, 2019",544
90404604,Services,"February, 2019",541
90404604,Services,"March, 2019",659
90404604,Services,"April, 2019",702
90404604,Services,"May, 2019",798
90404604,Services,"June, 2019",850
90404604,Support,"July, 2018",205
90404604,Support,"August, 2018",234
90404604,Support,"September, 2018",239
90404604,Support,"October, 2018",271
90404604,Support,"November, 2018",276
90404604,Support,"December, 2018",311
90404604,Support,"January, 2019",324
90404604,Support,"February, 2019",308
90404604,Support,"March, 2019",365
90404604,Support,"April, 2019",357
90404604,Support,"May, 2019",411
90404604,Support,"June, 2019",457
90404604,Products,"July, 2018",18612
90404604,Products,"August, 2018",21267
90404604,Products,"September, 2018",21770
90404604,Products,"October, 2018",24646
90404604,Products,"November, 2018",25093
90404604,Products,"December, 2018",28253
90404604,Products,"January, 2019",29422
90404604,Products,"February, 2019",27953
90404604,Products,"March, 2019",33063
90404604,Products,"April, 2019",32332
90404604,Products,"May, 2019",37237
90404604,Products,"June, 2019",41390
90606141,Services,"July, 2018",231
90606141,Services,"August, 2018",254
90606141,Services,"September, 2018",261
90606141,Services,"October, 2018",286
90606141,Services,"November, 2018",293
90606141,Services,"December, 2018",321
90606141,Services,"January, 2019",333
90606141,Services,"February, 2019",326
90606141,Services,"March, 2019",368
90606141,Services,"April, 2019",366
90606141,Services,"May, 2019",407
90606141,Services,"June, 2019",441
90606141,Support,"July, 2018",106
90606141,Support,"August, 2018",117
90606141,Support,"September, 2018",120
90606141,Support,"October, 2018",131
90606141,Support,"November, 2018",135
90606141,Support,"December, 2018",147
90606141,Support,"January, 2019",153
90606141,Support,"February, 2019",150
90606141,Support,"March, 2019",169
90606141,Support,"April, 2019",168
90606141,Support,"May, 2019",187
90606141,Support,"June, 2019",202
90606141,Products,"July, 2018",669
90606141,Products,"August, 2018",737
90606141,Products,"September, 2018",758
90606141,Products,"October, 2018",831
90606141,Products,"November, 2018",851
90606141,Products,"December, 2018",930
90606141,Products,"January, 2019",966
90606141,Products,"February, 2019",945
90606141,Products,"March, 2019",1067
90606141,Products,"April, 2019",1062
90606141,Products,"May, 2019",1179
90606141,Products,"June, 2019",1279
91010603,Services,"July, 2018",17
91010603,Services,"August, 2018",15
91010603,Services,"September, 2018",13
91010603,Services,"October, 2018",12
91010603,Services,"November, 2018",10
91010603,Services,"December, 2018",9
91010603,Services,"January, 2019",8
91010603,Services,"February, 2019",7
91010603,Services,"March, 2019",7
91010603,Services,"April, 2019",6
91010603,Services,"May, 2019",5
91010603,Services,"June, 2019",4
91010603,Support,"July, 2018",2
91010603,Support,"August, 2018",3
91010603,Support,"September, 2018",4
91010603,Support,"October, 2018",5
91010603,Support,"November, 2018",5
91010603,Support,"December, 2018",6
91010603,Support,"January, 2019",6
91010603,Support,"February, 2019",6
91010603,Support,"March, 2019",7
91010603,Support,"April, 2019",8
91010603,Support,"May, 2019",9
91010603,Support,"June, 2019",9
91010603,Products,"July, 2018",11
91010603,Products,"August, 2018",15
91010603,Products,"September, 2018",17
91010603,Products,"October, 2018",21
91010603,Products,"November, 2018",23
91010603,Products,"December, 2018",26
91010603,Products,"January, 2019",29
91010603,Products,"February, 2019",29
91010603,Products,"March, 2019",34
91010603,Products,"April, 2019",34
91010603,Products,"May, 2019",39
91010603,Products,"June, 2019",43
91111105,Services,"July, 2018",1643
91111105,Services,"August, 2018",1808
91111105,Services,"September, 2018",1861
91111105,Services,"October, 2018",2039
91111105,Services,"November, 2018",2089
91111105,Services,"December, 2018",2283
91111105,Services,"January, 2019",2372
91111105,Services,"February, 2019",2320
91111105,Services,"March, 2019",2618
91111105,Services,"April, 2019",2608
91111105,Services,"May, 2019",2894
91111105,Services,"June, 2019",3140
91111105,Support,"July, 2018",1094
91111105,Support,"August, 2018",1204
91111105,Support,"September, 2018",1239
91111105,Support,"October, 2018",1358
91111105,Support,"November, 2018",1391
91111105,Support,"December, 2018",1520
91111105,Support,"January, 2019",1579
91111105,Support,"February, 2019",1545
91111105,Support,"March, 2019",1743
91111105,Support,"April, 2019",1736
91111105,Support,"May, 2019",1927
91111105,Support,"June, 2019",2090
91111105,Products,"July, 2018",6915
91111105,Products,"August, 2018",7612
91111105,Products,"September, 2018",7834
91111105,Products,"October, 2018",8583
91111105,Products,"November, 2018",8794
91111105,Products,"December, 2018",9608
91111105,Products,"January, 2019",9982
91111105,Products,"February, 2019",9767
91111105,Products,"March, 2019",11021
91111105,Products,"April, 2019",10976
91111105,Products,"May, 2019",12182
91111105,Products,"June, 2019",13215
91111110,Services,"July, 2018",3490
91111110,Services,"August, 2018",3842
91111110,Services,"September, 2018",3954
91111110,Services,"October, 2018",4332
91111110,Services,"November, 2018",4438
91111110,Services,"December, 2018",4849
91111110,Services,"January, 2019",5038
91111110,Services,"February, 2019",4929
91111110,Services,"March, 2019",5562
91111110,Services,"April, 2019",5540
91111110,Services,"May, 2019",6148
91111110,Services,"June, 2019",6669
91111110,Support,"July, 2018",1530
91111110,Support,"August, 2018",1684
91111110,Support,"September, 2018",1733
91111110,Support,"October, 2018",1899
91111110,Support,"November, 2018",1945
91111110,Support,"December, 2018",2125
91111110,Support,"January, 2019",2208
91111110,Support,"February, 2019",2160
91111110,Support,"March, 2019",2438
91111110,Support,"April, 2019",2428
91111110,Support,"May, 2019",2695
91111110,Support,"June, 2019",2923
91111110,Products,"July, 2018",9669
91111110,Products,"August, 2018",10643
91111110,Products,"September, 2018",10953
91111110,Products,"October, 2018",12000
91111110,Products,"November, 2018",12295
91111110,Products,"December, 2018",13433
