Cust_Id,Age,Gender,OwnHome,Married,Location,Salary,Children,History,Catalogs,AmountSpent
807,Old,Male,Rent,Married,Close,60000,0,Medium,6,966
311,Young,Male,Own,Single,Close,33400,0,NA,12,567
470,Middle,Female,Rent,Married,Close,68800,0,NA,6,1658
131,Middle,Female,Rent,Single,Close,25700,2,Low,6,173
481,Middle,Male,Own,Married,Close,83700,0,High,24,3344
396,Middle,Male,Rent,Single,Close,50500,0,Medium,12,1029
1080,Young,Female,Rent,Single,Close,17300,0,Low,12,345
240,Middle,Male,Own,Single,Close,45800,0,NA,6,712
331,Old,Male,Own,Married,Close,108900,0,High,12,1841
45,Middle,Female,Rent,Married,Close,60500,2,Low,6,409
1216,Old,Female,Own,Married,Far,84100,0,High,18,2710
735,Young,Male,Rent,Married,Far,25100,0,Medium,12,592
77,Middle,Male,Own,Married,Close,69900,1,NA,18,2101
1206,Middle,Male,Own,Married,Close,97100,0,NA,12,1473
903,Middle,Female,Own,Married,Close,72200,2,Medium,18,715
612,Old,Female,Own,Married,Far,78900,0,High,18,2233
657,Middle,Female,Own,Single,Far,62500,3,NA,6,921
1199,Young,Female,Rent,Single,Close,17800,1,Low,6,216
1096,Middle,Female,Own,Married,Close,105500,1,High,6,1781
419,Middle,Female,Own,Single,Close,46100,2,Low,12,418
547,Young,Male,Rent,Single,Close,27100,1,Low,12,268
1281,Young,Male,Rent,Married,Far,60300,1,NA,6,1252
833,Young,Female,Rent,Single,Close,12000,0,Low,6,140
738,Middle,Female,Own,Single,Close,48400,0,Medium,12,992
944,Middle,Male,Rent,Single,Close,45600,0,Medium,18,1388
837,Middle,Female,Own,Single,Close,35200,2,Low,6,233
818,Middle,Male,Rent,Single,Far,60200,0,High,24,2304
160,Middle,Female,Rent,Married,Far,53900,1,High,18,2177
924,Middle,Male,Own,Married,Close,70400,2,NA,12,1127
828,Young,Male,Rent,Married,Close,36900,0,Medium,18,721
181,Old,Female,Own,Single,Close,36100,0,Medium,12,438
22,Young,Female,Rent,Single,Close,11000,2,NA,18,393
510,Middle,Male,Own,Single,Close,61600,0,NA,18,1666
755,Middle,Male,Own,Married,Close,88700,1,NA,18,2448
1243,Middle,Female,Own,Married,Far,88600,1,High,18,2563
219,Middle,Male,Rent,Married,Close,79500,0,High,18,1763
882,Young,Female,Rent,Single,Close,18900,1,Low,6,184
659,Old,Female,Own,Single,Close,17300,0,Low,6,166
835,Middle,Female,Rent,Married,Close,81400,2,NA,6,1014
796,Young,Male,Rent,Married,Close,36500,0,Medium,24,1140
327,Middle,Female,Own,Single,Close,43300,1,NA,18,1021
605,Middle,Male,Own,Married,Close,76700,1,Medium,24,1431
72,Middle,Male,Own,Married,Far,123000,1,High,24,5878
1233,Middle,Male,Own,Single,Close,56300,3,Low,6,321
742,Middle,Male,Own,Married,Close,70000,0,High,24,1974
652,Middle,Male,Own,Single,Close,48100,0,Medium,18,1640
264,Young,Female,Rent,Married,Close,79400,0,NA,6,1175
1089,Middle,Female,Own,Married,Close,63700,3,Low,12,364
352,Young,Male,Rent,Single,Close,21200,0,NA,12,417
832,Middle,Male,Rent,Single,Close,53900,0,Medium,12,1060
1276,Old,Female,Own,Married,Close,118800,0,High,18,2176
491,Middle,Female,Own,Married,Close,79400,3,Low,6,200
430,Old,Female,Rent,Single,Far,20400,0,NA,24,513
1010,Middle,Male,Rent,Single,Close,52400,0,NA,18,857
535,Old,Female,Own,Single,Close,17600,0,Low,6,224
90,Young,Male,Rent,Single,Close,23500,0,Low,12,371
220,Young,Male,Rent,Married,Close,56900,2,Low,12,687
753,Middle,Male,Own,Married,Close,95100,2,Medium,12,809
104,Middle,Male,Own,Married,Close,119800,2,Medium,24,2090
989,Old,Male,Own,Single,Close,58700,0,NA,24,1479
62,Middle,Female,Own,Married,Close,76700,2,Medium,6,534
879,Middle,Male,Own,Married,Close,67600,1,Medium,18,1172
454,Middle,Male,Own,Single,Close,61500,2,Medium,24,968
384,Old,Female,Own,Married,Close,72900,0,High,6,753
838,Old,Female,Rent,Single,Close,21200,0,Low,6,242
91,Old,Male,Rent,Single,Close,32400,1,Low,12,515
158,Middle,Female,Own,Married,Close,62200,3,NA,24,2119
26,Old,Female,Own,Single,Close,24400,0,Low,6,491
240,Middle,Male,Own,Married,Close,66500,3,Low,12,286
1198,Old,Female,Rent,Married,Far,72200,0,High,24,3069
73,Young,Female,Rent,Single,Close,16900,2,NA,6,281
231,Young,Male,Rent,Married,Close,56300,0,NA,24,1608
591,Old,Female,Own,Single,Far,22000,0,Medium,12,736
777,Young,Female,Rent,Single,Close,18800,2,Low,18,170
515,Young,Female,Rent,Single,Close,26600,2,Low,24,245
434,Middle,Female,Rent,Married,Close,72100,0,High,24,3052
1049,Middle,Male,Own,Single,Far,55600,0,High,18,1786
1026,Young,Female,Rent,Single,Close,14600,3,Low,6,47
1254,Old,Male,Own,Married,Close,45900,0,Medium,24,1645
1107,Young,Female,Own,Single,Close,15100,0,Low,6,274
1197,Middle,Male,Own,Married,Close,140700,3,Medium,12,1001
126,Middle,Male,Own,Married,Close,90300,0,High,24,1944
1235,Old,Male,Own,Married,Close,95900,0,High,24,2585
655,Young,Male,Rent,Single,Far,20800,0,NA,6,260
872,Middle,Male,Own,Married,Close,98400,0,High,12,1414
828,Young,Female,Rent,Single,Close,15000,2,NA,12,341
286,Young,Male,Rent,Single,Close,17700,1,Low,12,268
279,Middle,Male,Own,Married,Close,102400,1,High,18,1237
1032,Young,Male,Rent,Single,Far,17800,1,NA,18,589
410,Young,Male,Rent,Single,Far,13800,1,Low,12,368
811,Middle,Female,Rent,Single,Close,50500,1,Medium,12,940
1094,Middle,Female,Rent,Single,Close,42000,3,Low,18,232
415,Middle,Male,Own,Married,Close,95800,3,Low,12,678
587,Young,Male,Rent,Single,Close,15200,0,NA,12,324
96,Young,Male,Rent,Single,Close,15800,2,Low,12,147
206,Old,Male,Own,Single,Close,51400,0,NA,6,694
236,Old,Female,Rent,Married,Close,38200,0,Medium,6,526
108,Middle,Female,Rent,Single,Close,39900,1,Low,12,586
41,Young,Female,Own,Single,Close,21600,2,NA,12,491
834,Old,Female,Own,Married,Close,65900,0,High,24,1436
465,Middle,Female,Own,Married,Close,97500,1,High,12,1280
1164,Middle,Male,Rent,Married,Far,63000,0,High,18,2107
815,Young,Female,Own,Single,Far,31900,0,NA,12,860
762,Middle,Female,Rent,Single,Far,45500,1,NA,18,1624
486,Old,Female,Own,Single,Close,12800,0,NA,12,230
438,Old,Female,Own,Married,Far,12600,2,Low,12,164
1012,Middle,Male,Rent,Single,Close,50700,3,Low,6,157
863,Young,Female,Rent,Single,Close,17900,3,Low,6,62
620,Young,Female,Rent,Single,Close,14400,1,Low,18,223
1125,Old,Female,Own,Single,Close,23800,0,Low,6,438
670,Middle,Male,Own,Married,Close,84700,3,NA,24,2705
1012,Middle,Female,Rent,Single,Close,36900,1,Low,6,371
1125,Old,Female,Own,Single,Close,20600,0,Low,6,201
806,Young,Male,Rent,Married,Close,41500,0,NA,24,1213
597,Middle,Male,Own,Married,Close,83100,2,Medium,6,586
171,Middle,Male,Own,Married,Far,88700,2,High,24,2693
597,Old,Female,Own,Married,Close,54700,0,Medium,24,1404
468,Middle,Male,Own,Single,Close,68900,2,NA,18,2784
681,Young,Female,Rent,Single,Close,22200,2,Low,18,275
733,Middle,Female,Own,Married,Close,70900,1,Medium,12,794
949,Middle,Male,Own,Single,Close,55900,0,Medium,12,964
938,Middle,Female,Own,Married,Close,80800,1,NA,18,1598
797,Middle,Male,Own,Married,Far,100600,3,High,24,2838
1211,Old,Female,Own,Single,Close,39900,0,NA,6,619
937,Young,Female,Rent,Married,Close,71200,3,Low,12,392
619,Old,Female,Own,Married,Close,61000,0,NA,18,1850
150,Old,Male,Own,Single,Close,38700,0,NA,24,1506
114,Middle,Male,Own,Married,Far,98900,0,NA,18,3126
470,Middle,Male,Own,Single,Close,64300,0,NA,6,1325
197,Middle,Female,Own,Married,Close,75600,0,NA,12,1541
446,Young,Female,Rent,Married,Far,53700,0,High,24,2491
397,Middle,Male,Own,Single,Close,66600,0,High,18,1177
530,Old,Female,Own,Married,Close,89000,0,High,12,1487
306,Young,Female,Rent,Single,Far,18200,2,Low,12,322
792,Young,Female,Rent,Married,Close,73600,1,Medium,6,647
842,Middle,Female,Rent,Single,Far,45600,0,High,12,1322
648,Young,Male,Own,Married,Close,73000,0,NA,6,1534
525,Young,Male,Own,Single,Close,29600,3,NA,12,583
613,Middle,Male,Rent,Married,Close,92900,1,NA,6,1705
598,Old,Female,Rent,Single,Far,13900,0,Low,6,191
558,Young,Male,Rent,Married,Close,64300,3,Low,6,239
221,Middle,Male,Own,Married,Close,77100,2,Medium,6,568
916,Young,Female,Own,Single,Close,27500,3,NA,12,571
106,Old,Male,Rent,Married,Close,81800,0,High,6,919
257,Old,Female,Rent,Married,Close,41700,0,Medium,18,1398
433,Old,Female,Own,Married,Close,51000,0,Medium,12,1025
175,Middle,Male,Rent,Single,Close,55900,1,Medium,12,909
559,Young,Male,Rent,Single,Close,19800,2,Low,12,209
1186,Young,Male,Rent,Single,Close,17600,0,NA,6,245
452,Middle,Male,Rent,Married,Far,84100,1,High,24,2362
184,Middle,Male,Own,Married,Close,85600,0,High,24,3380
703,Young,Male,Rent,Single,Close,13400,0,Low,18,424
159,Young,Female,Rent,Married,Far,47200,1,Medium,12,1272
275,Middle,Male,Own,Married,Close,96300,1,High,24,1909
634,Middle,Male,Own,Married,Close,60500,3,Low,12,340
1227,Middle,Female,Own,Single,Close,35800,1,NA,24,1355
49,Middle,Male,Rent,Married,Close,106100,3,Low,12,472
1029,Young,Male,Rent,Single,Close,18000,0,Low,12,303
911,Middle,Male,Rent,Single,Far,50000,1,NA,6,1079
783,Old,Female,Own,Single,Close,58200,0,Medium,18,981
150,Young,Female,Rent,Single,Far,13500,2,Low,12,160
1141,Middle,Female,Own,Married,Close,59900,1,NA,6,613
712,Young,Female,Rent,Single,Far,18400,1,Low,12,662
635,Middle,Male,Rent,Married,Close,62800,3,Low,6,177
1143,Middle,Male,Rent,Single,Close,70000,0,High,6,785
60,Young,Female,Rent,Single,Far,13600,1,NA,18,349
251,Middle,Female,Rent,Married,Close,97400,3,Low,6,213
478,Old,Female,Own,Married,Far,37500,0,Medium,18,1578
1175,Old,Female,Own,Single,Close,22800,0,Low,6,258
133,Young,Female,Rent,Single,Close,14200,0,NA,6,192
905,Young,Male,Rent,Single,Close,18700,0,Low,12,289
1050,Middle,Male,Own,Married,Close,107400,1,High,24,1821
1185,Young,Female,Rent,Single,Far,28900,0,Medium,24,905
150,Middle,Male,Rent,Married,Close,38400,2,Low,6,188
905,Middle,Male,Rent,Single,Close,54200,0,NA,18,1405
1195,Old,Male,Own,Married,Close,102700,0,NA,18,2381
578,Young,Female,Rent,Single,Close,13300,1,Low,6,184
550,Middle,Male,Own,Single,Close,60200,3,NA,12,1364
89,Young,Male,Rent,Single,Close,21400,0,NA,12,414
18,Young,Female,Rent,Single,Close,21700,2,NA,6,387
636,Young,Male,Rent,Single,Close,23200,1,Low,24,504
637,Middle,Male,Own,Married,Close,64800,2,Medium,12,574
255,Middle,Male,Rent,Single,Close,55600,0,Medium,6,984
981,Middle,Male,Own,Married,Far,89500,0,High,24,5209
695,Young,Female,Rent,Single,Far,12500,1,NA,12,422
938,Middle,Male,Own,Married,Close,87000,0,High,24,1594
752,Middle,Female,Rent,Single,Far,31200,3,NA,24,1087
385,Young,Female,Rent,Single,Close,13700,1,NA,6,163
641,Middle,Male,Own,Single,Close,55500,3,Low,18,427
14,Middle,Female,Rent,Single,Close,58600,1,Medium,6,624
98,Young,Female,Own,Married,Far,55900,1,NA,6,788
53,Young,Female,Rent,Single,Far,13700,2,NA,24,414
538,Old,Female,Own,Married,Far,81400,0,High,24,3001
735,Old,Female,Own,Married,Close,90500,0,High,6,863
596,Middle,Female,Own,Married,Close,82200,1,NA,12,1517
820,Middle,Male,Own,Married,Far,65400,3,NA,6,836
282,Middle,Male,Own,Single,Close,74400,0,High,12,1152
886,Young,Male,Rent,Married,Far,63300,3,NA,6,1408
311,Young,Male,Rent,Married,Far,51600,0,NA,12,1082
324,Young,Male,Rent,Married,Far,55000,0,NA,12,1162
862,Middle,Female,Own,Single,Close,43900,2,Low,6,358
1290,Young,Female,Own,Single,Close,20300,1,Low,12,304
1143,Young,Female,Own,Single,Far,16300,0,NA,12,360
1193,Middle,Male,Own,Married,Close,97600,2,Medium,12,1162
726,Old,Female,Rent,Single,Far,15100,0,Low,6,348
755,Young,Female,Rent,Single,Close,12500,3,NA,12,206
468,Young,Female,Rent,Single,Close,10600,2,Low,12,114
56,Middle,Female,Own,Single,Close,41300,1,NA,18,932
1077,Young,Female,Own,Single,Close,27200,2,Low,18,446
411,Middle,Male,Own,Married,Close,102400,1,NA,12,2466
793,Young,Female,Own,Single,Far,27900,1,NA,12,576
558,Old,Male,Rent,Married,Far,23800,0,NA,12,428
1190,Middle,Male,Own,Married,Close,100000,1,High,24,2247
935,Middle,Female,Rent,Married,Far,43300,3,Medium,24,716
292,Middle,Male,Own,Married,Close,65800,1,NA,12,1017
17,Middle,Female,Own,Married,Close,49700,2,Low,18,613
1035,Middle,Female,Rent,Married,Close,82300,2,Medium,12,580
443,Middle,Male,Rent,Single,Close,41200,0,Medium,12,841
621,Young,Male,Rent,Single,Close,29200,0,Low,18,737
1063,Middle,Female,Own,Single,Close,51900,2,NA,12,1162
605,Middle,Female,Own,Married,Close,85500,2,Medium,18,895
463,Young,Female,Rent,Single,Far,12400,3,Low,18,205
872,Middle,Female,Own,Married,Close,111900,1,NA,12,2340
243,Middle,Female,Rent,Single,Close,40400,1,Low,24,630
98,Young,Male,Rent,Single,Far,10900,0,Low,24,407
758,Middle,Male,Own,Married,Close,82400,3,NA,18,2122
882,Young,Female,Rent,Single,Close,13200,1,Low,12,227
907,Middle,Male,Rent,Single,Close,57800,0,Medium,24,1149
39,Old,Female,Own,Married,Close,52200,1,Medium,12,669
1288,Middle,Male,Rent,Married,Far,64600,2,NA,24,2935
443,Middle,Female,Own,Single,Close,43100,0,NA,24,1444
561,Old,Female,Own,Married,Far,40100,0,Medium,12,1384
1108,Old,Male,Own,Married,Close,84500,0,NA,12,1557
886,Old,Male,Rent,Married,Close,34500,0,Medium,12,802
1220,Young,Female,Rent,Married,Close,61000,1,NA,18,1611
759,Old,Female,Own,Married,Far,79300,0,NA,12,2047
700,Middle,Male,Rent,Single,Close,44500,0,Medium,24,1175
426,Young,Male,Rent,Married,Close,39700,0,Medium,18,1011
254,Old,Female,Own,Single,Close,30300,0,Low,18,1062
1095,Young,Female,Rent,Single,Close,20100,1,Low,12,271
809,Old,Male,Own,Married,Far,86500,0,High,24,2690
1139,Old,Female,Rent,Single,Close,42500,0,Medium,24,918
603,Middle,Male,Own,Married,Close,102300,0,High,24,2438
1114,Middle,Female,Own,Single,Far,52600,2,Medium,12,1307
202,Middle,Female,Rent,Single,Far,37800,2,NA,12,1185
718,Young,Female,Rent,Single,Close,20300,2,Low,12,180
1211,Middle,Male,Own,Married,Close,71600,1,NA,12,1198
428,Young,Male,Rent,Married,Close,54500,1,Medium,18,1001
153,Middle,Male,Rent,Single,Close,54700,0,Medium,24,1355
794,Middle,Male,Rent,Single,Far,58600,2,NA,6,989
952,Middle,Male,Rent,Single,Far,53800,0,High,12,1803
653,Middle,Female,Own,Married,Close,131500,3,NA,6,2840
953,Middle,Male,Rent,Single,Far,52200,0,High,24,1909
991,Young,Male,Rent,Married,Close,37200,1,Low,6,247
640,Young,Male,Rent,Single,Far,22900,1,NA,12,814
702,Young,Male,Rent,Married,Close,55500,3,Low,12,216
888,Young,Female,Rent,Single,Far,12800,1,NA,24,365
177,Young,Female,Rent,Single,Close,17600,2,Low,18,163
325,Old,Female,Own,Single,Far,28300,0,Medium,24,933
180,Old,Male,Own,Single,Close,41900,0,Medium,6,654
96,Young,Female,Rent,Single,Close,14100,3,NA,6,153
225,Middle,Male,Rent,Single,Close,52100,0,NA,12,1668
948,Middle,Male,Rent,Single,Far,38700,1,Medium,18,1009
115,Middle,Female,Rent,Single,Far,44100,1,Medium,18,1659
108,Middle,Male,Own,Married,Far,79200,1,High,6,1905
1224,Young,Female,Rent,Single,Close,22600,3,NA,6,521
457,Middle,Male,Rent,Single,Close,55100,2,NA,6,826
1241,Old,Female,Own,Married,Far,70400,0,High,18,2610
131,Middle,Male,Own,Married,Close,107300,2,Medium,24,1194
464,Middle,Female,Rent,Married,Close,66500,1,NA,24,1181
808,Young,Male,Rent,Single,Close,10200,0,NA,24,362
49,Young,Female,Own,Single,Far,41000,1,Medium,12,768
105,Middle,Female,Rent,Single,Close,26200,1,Low,12,381
1016,Middle,Male,Rent,Married,Far,72200,3,Medium,18,1811
286,Middle,Male,Rent,Single,Far,36700,1,Medium,24,1218
684,Old,Male,Own,Married,Far,74500,0,NA,18,1413
351,Middle,Female,Own,Single,Close,60200,1,NA,12,1748
971,Old,Male,Rent,Single,Close,34500,0,Medium,24,639
1179,Old,Female,Own,Married,Close,83700,0,High,18,1582
722,Young,Male,Rent,Single,Far,14800,1,NA,12,376
815,Middle,Male,Own,Married,Close,106400,0,NA,12,1757
1268,Young,Female,Rent,Married,Close,42000,3,Low,6,105
933,Middle,Male,Rent,Married,Close,118800,0,High,12,2631
313,Young,Female,Own,Single,Far,21900,2,Low,24,486
1186,Middle,Male,Rent,Single,Close,39500,1,NA,6,412
293,Middle,Male,Rent,Single,Close,45900,0,Medium,12,716
1087,Young,Female,Rent,Married,Close,37100,2,Low,24,653
1152,Middle,Female,Rent,Single,Close,28200,1,Low,6,224
1108,Middle,Male,Rent,Married,Close,74600,2,Medium,18,705
699,Middle,Male,Own,Married,Close,122700,1,NA,18,4984
833,Young,Female,Rent,Single,Close,14200,2,Low,18,197
443,Middle,Male,Own,Married,Far,75500,0,NA,18,2450
698,Middle,Male,Own,Single,Close,62900,0,NA,24,2561
571,Young,Male,Rent,Single,Far,19400,0,Low,6,563
193,Middle,Female,Rent,Single,Close,46600,0,NA,12,546
834,Middle,Male,Own,Married,Far,79700,1,High,24,3384
36,Middle,Male,Own,Single,Close,45900,2,Low,12,416
383,Old,Female,Own,Married,Close,42800,0,Medium,6,685
1280,Old,Male,Own,Married,Far,65500,0,High,24,1931
663,Old,Female,Rent,Single,Close,33600,0,Medium,12,573
959,Middle,Female,Own,Single,Far,55600,1,High,18,1553
760,Young,Female,Rent,Single,Close,24000,2,NA,6,362
682,Young,Male,Rent,Single,Far,25700,0,Medium,18,907
955,Old,Female,Own,Married,Close,21500,0,Low,18,445
710,Old,Female,Rent,Married,Close,68600,0,High,18,1342
635,Young,Female,Rent,Single,Far,23100,2,Low,12,457
272,Middle,Female,Rent,Married,Close,53300,0,Medium,24,1598
633,Old,Female,Own,Married,Close,112800,0,High,12,1861
107,Old,Male,Own,Married,Close,124900,0,High,18,4109
339,Middle,Female,Own,Single,Close,72200,0,NA,18,3278
501,Middle,Male,Rent,Single,Close,35100,1,Low,6,421
787,Old,Female,Rent,Single,Close,14900,0,NA,12,275
96,Middle,Male,Rent,Single,Close,72000,0,High,12,1475
63,Middle,Male,Own,Married,Close,82400,0,High,18,1779
1078,Young,Male,Rent,Married,Close,41600,3,NA,24,1634
1269,Middle,Female,Own,Married,Close,68500,2,NA,12,1500
560,Young,Male,Own,Married,Close,62200,0,High,24,1348
232,Old,Female,Own,Single,Close,35900,0,NA,12,962
868,Young,Male,Rent,Single,Close,14100,0,Low,12,328
1275,Young,Female,Rent,Married,Close,36500,1,NA,18,747
209,Middle,Female,Own,Married,Close,86400,1,High,12,1713
945,Old,Female,Rent,Married,Close,39500,0,Medium,12,1006
540,Old,Male,Own,Married,Close,85300,0,NA,12,2523
625,Old,Female,Own,Married,Close,110700,0,High,12,2458
1195,Young,Male,Rent,Single,Far,17700,0,Low,18,742
1090,Young,Female,Rent,Married,Far,33200,1,NA,24,1639
1035,Middle,Female,Own,Single,Close,53800,0,Medium,12,843
1211,Old,Male,Rent,Single,Close,44400,0,Medium,18,886
770,Middle,Female,Rent,Married,Close,135700,1,High,24,2746
117,Young,Female,Rent,Single,Far,20700,1,Low,12,550
382,Middle,Male,Rent,Married,Far,83500,2,High,24,2098
776,Middle,Female,Rent,Married,Close,84200,2,Medium,24,954
997,Middle,Female,Rent,Married,Close,79900,1,Medium,12,1041
343,Old,Female,Rent,Single,Far,19700,0,Low,6,535
114,Middle,Female,Rent,Single,Close,35300,0,NA,18,1369
1146,Old,Male,Own,Married,Far,52000,0,High,18,2545
129,Young,Male,Rent,Single,Close,21300,1,NA,12,329
785,Middle,Male,Own,Single,Close,63700,0,NA,6,1351
318,Old,Female,Own,Married,Close,25900,0,Low,18,582
1181,Middle,Male,Rent,Married,Close,65800,2,Medium,18,578
73,Old,Female,Rent,Single,Close,11000,0,NA,24,195
26,Old,Female,Rent,Married,Close,65900,0,High,12,777
51,Middle,Female,Own,Married,Close,108100,1,High,12,1133
279,Middle,Male,Own,Married,Close,107300,2,Medium,18,1566
1243,Middle,Female,Rent,Married,Close,79500,0,High,12,1651
88,Middle,Female,Rent,Married,Close,95900,0,NA,24,3168
711,Middle,Male,Rent,Single,Close,45200,1,Medium,18,699
319,Middle,Male,Own,Married,Close,98500,0,High,18,2034
949,Old,Female,Own,Married,Close,96200,0,High,12,1457
1108,Young,Male,Rent,Single,Close,17900,0,NA,18,395
634,Middle,Male,Own,Married,Close,42700,0,Medium,6,541
764,Middle,Male,Own,Single,Far,49700,0,High,24,2844
591,Middle,Female,Rent,Single,Close,43000,3,Low,24,225
592,Young,Female,Rent,Single,Close,15500,1,Low,6,210
982,Young,Male,Rent,Single,Close,13000,3,Low,6,43
1200,Middle,Female,Rent,Single,Close,27200,3,Low,24,243
477,Old,Female,Own,Married,Close,26700,0,Low,24,1120
1244,Old,Male,Own,Single,Far,61000,0,High,6,975
1144,Middle,Female,Own,Married,Close,76600,3,NA,24,2904
163,Middle,Male,Own,Married,Close,117500,2,Medium,12,927
1281,Old,Male,Own,Married,Close,90600,0,High,24,3167
105,Young,Female,Rent,Single,Far,12600,0,Low,6,241
333,Old,Female,Own,Single,Close,12700,2,Low,6,65
947,Middle,Female,Own,Married,Far,77600,3,Medium,12,858
964,Middle,Female,Rent,Married,Far,92400,1,NA,6,2191
665,Old,Female,Rent,Married,Close,71800,0,High,24,1946
1294,Middle,Male,Own,Married,Far,95800,3,NA,12,2581
259,Young,Female,Own,Single,Close,32600,3,Low,12,172
583,Middle,Male,Own,Married,Close,74500,2,Medium,12,824
1165,Old,Female,Rent,Single,Close,29200,0,Low,12,556
689,Young,Female,Rent,Single,Far,12900,1,Low,6,167
676,Middle,Male,Rent,Married,Close,117700,1,High,12,2104
1017,Middle,Female,Own,Married,Close,64100,1,Medium,18,1332
772,Middle,Female,Rent,Single,Close,46500,1,Medium,24,829
962,Young,Female,Rent,Single,Close,12400,1,NA,12,229
216,Middle,Male,Own,Married,Far,130600,0,High,18,3442
656,Middle,Male,Own,Married,Far,74400,0,High,6,1893
767,Old,Female,Own,Single,Far,40600,2,Medium,6,690
211,Young,Female,Rent,Married,Close,54200,1,Medium,6,486
22,Middle,Male,Own,Single,Far,65400,1,High,12,2290
33,Middle,Male,Rent,Single,Close,49100,0,NA,6,934
293,Young,Female,Rent,Single,Close,10600,2,NA,24,517
537,Young,Female,Rent,Married,Close,76400,0,NA,12,2216
585,Middle,Female,Rent,Married,Close,93700,1,High,24,1521
992,Middle,Male,Rent,Single,Far,49000,0,High,18,1523
1217,Middle,Female,Own,Married,Close,96500,1,High,18,1364
22,Middle,Male,Own,Single,Close,55600,0,NA,12,952
1168,Middle,Male,Own,Married,Close,99600,1,High,6,871
1224,Middle,Female,Own,Married,Close,79900,3,Low,12,295
1277,Old,Female,Rent,Married,Close,50500,0,Medium,12,642
900,Old,Female,Own,Single,Far,16300,0,Low,6,317
291,Old,Female,Own,Married,Close,49200,0,Medium,12,1078
689,Middle,Male,Own,Single,Far,48100,2,Medium,18,961
558,Middle,Male,Own,Single,Far,61300,2,High,24,1241
530,Middle,Female,Own,Married,Close,72600,1,NA,18,1999
1150,Young,Male,Rent,Single,Far,19500,0,NA,24,571
490,Young,Female,Rent,Single,Close,17200,1,NA,12,329
980,Middle,Male,Rent,Single,Far,51100,0,High,24,1984
679,Middle,Male,Own,Single,Close,76800,1,Medium,18,1061
601,Middle,Male,Own,Single,Far,60200,0,High,12,1955
536,Middle,Male,Rent,Single,Close,59100,2,Low,18,580
960,Old,Female,Own,Single,Close,32500,0,Medium,24,883
1168,Middle,Female,Rent,Single,Far,49500,2,Medium,12,1195
894,Middle,Male,Own,Married,Close,109600,1,High,12,2318
45,Young,Female,Rent,Married,Close,47300,0,NA,6,640
166,Middle,Male,Rent,Married,Close,93000,1,High,24,2644
251,Young,Female,Own,Single,Far,32000,1,NA,24,1320
1218,Young,Female,Own,Single,Close,44700,1,Medium,6,502
1075,Old,Female,Own,Married,Close,69400,0,High,18,2419
683,Middle,Male,Own,Married,Close,64300,2,Medium,6,661
289,Middle,Male,Own,Single,Far,75400,0,High,24,2723
744,Middle,Male,Own,Married,Close,96100,0,High,6,1588
1197,Old,Female,Own,Married,Close,118000,3,Low,12,581
834,Young,Male,Rent,Married,Close,69700,1,Medium,12,1432
244,Old,Male,Own,Single,Close,59300,0,Medium,12,929
44,Middle,Female,Rent,Married,Close,88600,3,Low,6,212
789,Middle,Male,Own,Married,Close,102600,0,High,18,2546
1209,Middle,Male,Rent,Single,Close,43700,0,NA,18,1344
611,Old,Female,Own,Married,Close,22400,0,NA,24,947
588,Middle,Male,Rent,Married,Far,70500,1,NA,24,2145
902,Middle,Male,Own,Married,Close,54200,1,Medium,6,757
329,Middle,Female,Own,Single,Far,25300,1,NA,6,451
610,Old,Male,Own,Married,Close,116100,1,High,24,2975
230,Young,Female,Rent,Single,Close,15900,0,NA,18,406
397,Middle,Female,Own,Single,Close,46600,3,Low,6,158
299,Young,Male,Own,Single,Close,23200,0,NA,24,534
708,Young,Male,Rent,Single,Close,18200,0,Low,12,401
822,Middle,Female,Own,Married,Close,82700,1,High,18,1753
128,Young,Female,Rent,Single,Close,17000,0,Low,18,659
1278,Middle,Male,Own,Married,Close,83000,2,Medium,6,726
545,Young,Female,Own,Married,Close,42400,1,NA,18,1166
797,Old,Male,Own,Single,Close,40200,2,NA,18,1197
466,Young,Female,Rent,Single,Far,17300,0,Low,6,411
789,Middle,Female,Own,Married,Close,109800,1,High,24,2258
801,Middle,Female,Own,Single,Far,64400,3,Medium,24,1913
542,Young,Female,Rent,Single,Far,27600,1,Medium,24,893
1197,Young,Female,Rent,Single,Close,25100,1,NA,6,421
739,Middle,Female,Own,Single,Close,46300,3,NA,6,1138
971,Old,Female,Own,Married,Far,74900,0,NA,12,1804
305,Middle,Male,Own,Single,Close,67900,0,High,18,1418
1194,Middle,Male,Rent,Married,Close,88500,2,Medium,24,1104
949,Middle,Male,Own,Married,Close,99200,3,NA,12,2796
506,Old,Female,Own,Married,Close,62800,0,High,18,1403
207,Old,Male,Own,Married,Far,76900,2,High,24,3230
541,Middle,Male,Own,Married,Close,84100,3,NA,6,1352
662,Old,Female,Own,Married,Close,77600,0,High,18,2004
1166,Young,Female,Rent,Single,Close,19100,1,Low,18,403
1164,Old,Female,Own,Married,Far,128700,0,High,24,3995
695,Young,Female,Rent,Single,Far,14400,1,Low,6,390
153,Old,Male,Rent,Married,Close,49600,0,Medium,6,770
796,Middle,Female,Rent,Single,Close,47000,0,NA,6,963
695,Young,Female,Rent,Married,Close,36600,0,Medium,6,833
819,Middle,Female,Own,Single,Close,65800,1,Medium,12,869
740,Middle,Male,Rent,Married,Far,52800,2,Medium,12,926
